Year,TOR event location types,Location: Residence,"Location: Street, highway, motorway",Location: Outdoor public area,Location: Police premises,Location: Police vehicle,Location: Commercial Property,Location: Non-Police vehicle,Location: Gang premises,Location: Other,Subject Known,Age Group,Subject Gender,Ethnicity recode,RF: History of carrying weapons,RF: History of violence against police,RF: History of violence against non-police,RF: Alcohol,RF: Drugs,RF: 1M,RF: Distressed (Not 1M),RF: Suicidal,RF: Excited Delirium,RF: Medical,RF: Other,Subject Armed,RECODE: Subject Armed,RECODE: Subject Weapon,Tactics Used,Overall Behaviour - Threaten Police,Overall Behaviour - Threaten Non-Police,Overall Behaviour - Violence Towards Police,Overall Behaviour - Violence Towards Non-Police,Overall Behaviour - Weapon Used Against Police,Overall Behaviour - Spit blood/saliva at Police,Overall Behaviour - Other,Communication Usage count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Effect,HC-Restraints: Usage Count,HC: Not reportable,HCwP&R Usage Count,Spithood Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Handcuff Type,HC-Restraints 1: Technique,Recode HC-R 1 type,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: HandcuffType,HC-Restraints 2: Technique,Recode HC-R 2 type,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: HandcuffType,HC-Restraints 3: Technique,Recode HC-R 3 type,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Effect,Taser: Usage Count,TASER Deployments,Show or Discharge?,Presentation,Laser painting,Arcing,No of Discharge w Probes,No of Contact Stuns,Highest Deployment mode,Total Cycles,Taser 1: PCA,Taser 1: Type,Taser 1: Deployment Method,Taser 1: Number of dischagres with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Deployment Method,Taser 2: Number of dischagres with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Deployment Method,Taser 3: Number of dischagres with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Firearm: Usage Count,All Firearm deployments,Highest Firerm Deployment,Firearm 1: PCA,Firearm 1: Firearm Type,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Effect,Recode: Incident Type,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,All PCAs,Highest PCA,Charge Categories,1000,2000,3000,4000,5000,6000,A-W Traffic,Total Charge Categories
2018,Outdoor public areaOutdoor public areaPolice Car,,,1,,1,,,,,Yes,41-50,Male,Māori,1,1,1,,,,1,,,1,,No Weapon,No,,"Communication
Handcuffs-Restraints
Handcuffs-Restraints
",1,1,,,,1,,1,Assaultive,Outdoor public area,Nil,2,,1,1,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate but not sufficient,Assaultive,Spitting hood,without pain compliance,Spitting hood,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultive,Assaultive,"1600, 1700",2,0,0,0,0,0,0,2
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,1,1,,1,,,,1,,,No Weapon,No,,"Communication
OC Spray
Baton
Handcuffs-Restraints
",,,,,,,1,1,Active Resistant,Street/Highway/Motorway,Nil,1,,1,0,Active Resistant,Metal handcuffs,with pain compliance,PC - Metal handcuffs,Street/Highway/Motorway,Delayed but sufficient,,,,,,,,,,,,,1,Active Resistant,6,"REyeBrow, REar, RCheek",Street/Highway/Motorway,"Good visibility
Calm",Nil,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,expandable,Chop,1,Street/Highway/Motorway,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive ResistantActive ResistantActive Resistant,Active Resistant,"3500, 7100, A-W Traffic Offences",0,0,1,0,0,0,1,2
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,31-40,Male,European,,,,,,,,,,,1,No Weapon,No,,"Firearm
Communication
",,,,,,,1,1,GBH,Outdoor public area,Immediate and sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,Glock 17 Handgun,Presentation only,,,Outdoor public area,Yes,Immediate and sufficient,,,,,,,,,,,,,,3t - turnover,0,,,,,,,,,,,,,,,,,,,,,GBHGBH,GBH,5900,0,0,0,0,1,0,0,1
2018,Outdoor public area,,,1,,,,,,,Yes,41-50,Male,European,,,,,,,,,,,1,No Weapon,No,,"Firearm
",,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,Glock 17 Handgun,Presentation only,,,Outdoor public area,Yes,Immediate and sufficient,,,,,,,,,,,,,,3t - turnover,0,,,,,,,,,,,,,,,,,,,,,GBH,GBH,3100,0,0,1,0,0,0,0,1
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,41-50,Male,European,,,,,,,,,,,1,No Weapon,No,,"Firearm
Communication
",,,,,,,1,1,GBH,Outdoor public area,Immediate and sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,M4 Rifle,Presentation only,,,Outdoor public area,Yes,Immediate and sufficient,,,,,,,,,,,,,,3t - turnover,0,,,,,,,,,,,,,,,,,,,,,GBHGBH,GBH,5900,0,0,0,0,1,0,0,1
2018,Outdoor public area,,,1,,,,,,,Yes,21-30,Male,Māori,,1,1,,1,,,,,,,No Weapon,No,,"Baton
",1,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,expandable,Forehand strike,8,Outdoor public area,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,A-W Traffic Offences,0,0,0,0,0,0,1,1
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,31-40,Male,Pacific peoples,1,1,1,,,,1,,,,,No Weapon but Believed,No,,"Communication
Taser
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X2,Laser Painting,-,-,-,-,-,Outdoor public area,Dry ground,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultive,Assaultive,"1700, 4100",1,0,0,1,0,0,0,2
2018,OtherOtherPolice CarOther,,,,,1,,,,1,Yes,41-50,Male,Māori,,1,1,,,,,,,,,Had Weapon and Believed,Yes,Cutting/stabbing weapon,"Communication
Taser
Handcuffs-Restraints
Empty Hand
",1,,1,,,,,1,Assaultive,Other,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Other,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,1,Presented  ,Show,Yes,No,No,0,0,Presentation,0,Assaultive,X2,Presented,-,-,-,-,-,Other,"Good visibility
Dry ground
Calm
Static obstacles
Potential cross-fire/contamination",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e - escort duty,0,,,,,,,,,,,,,,,,,,,,,AssaultiveActive ResistantAssaultiveAssaultive,Assaultive,1700,1,0,0,0,0,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,1,1,1,,,,,,,,No Weapon,No,,"Communication
Taser
",,,1,,,,1,1,Assaultive,Street/Highway/Motorway,Opposite effect of that intended,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Discharge  ,Discharge,No,No,No,1,0,Discharge with probes,1,Assaultive,X26 with camera,Discharge,0,0,1,"LShldr-back, Buttock",5,Street/Highway/Motorway,"Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,,,1,1,,1,,,,,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",,,,,,,1,1,Passive Resistant,Street/Highway/Motorway,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Street/Highway/Motorway,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantActive ResistantActive Resistant,Active Resistant,3500,0,0,1,0,0,0,0,1
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,17-20,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",1,,1,,,,,1,Passive Resistant,Residence,Nil,1,,1,0,Active Resistant,Metal handcuffs,with pain compliance,PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantActive ResistantActive Resistant,Active Resistant,"3500, 6100",0,0,1,0,0,1,0,2
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,17-20,Male,Māori,,,,,,,,,,,1,Had Weapon and Used,Yes,Firearm,"Communication
Firearm
",,1,,,,,1,1,GBH,Outdoor public area,Immediate but not sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,M4 Rifle,Presentation only,,,Outdoor public area,Yes,Immediate and sufficient,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,GBHGBH,GBH,1300,1,0,0,0,0,0,0,1
2018,Police CellPolice Cell,,,,1,,,,,,Yes,14-16,Male,European,,1,1,,,,,,,,1,No Weapon,No,,"Communication
Empty Hand
",1,,,,,,,1,Assaultive,Police Cell,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Cell,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,1,1,1,,,,,,,,No Weapon,No,,"Communication
OC Spray
",,,1,,,,1,1,Assaultive,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,4,"LEyeBrow, REyeBrow, LEye, LEar, LCheek, RCheek, Nose",Street/Highway/Motorway,"Dry ground
Calm",Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,"Police Car
Police Receiving AreaPolice Car
Police Receiving Area",,,,1,1,,,,,Yes,31-40,Male,Māori,,1,,,1,,,,,,,No Weapon,No,,"Empty Hand
Communication
",1,,,,,1,,1,Assaultive,"Police Car
Police Receiving Area",Delayed and not sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Police Car
Police Receiving Area",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Māori,,1,1,,,,,,,,,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Active Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,1,"LEyeBrow, LEye, LEar, LCheek",Street/Highway/Motorway,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d - bail breach,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,Nil,0,0,0,0,0,0,0,0
2018,Police Public CounterPolice Public Counter,,,,1,,,,,,Yes,14-16,Male,European,1,1,1,,,,,,,,1,No Weapon,No,,"Communication
Empty Hand
",1,,1,,,,1,1,Assaultive,Police Public Counter,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Public Counter,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1j - juvenile incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Police Receiving AreaPolice Receiving AreaPolice Receiving AreaPolice Receiving AreaPolice Cell,,,,1,,,,,,Yes,31-40,Male,Māori,,,,,1,,1,1,1,,,Had Weapon and Used,Yes,Bludgeoning weapon,"Empty Hand
Communication
Handcuffs-Restraints
Empty Hand
Handcuffs-Restraints
",1,,1,,,,,1,GBH,Police Receiving Area,Opposite effect of that intended,2,,1,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Police Receiving Area,Delayed and not sufficient,Assaultive,Restraint chair,without pain compliance,Restraint chair,Police Receiving Area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Receiving Area,Delayed and not sufficient,Assaultive,Police Cell,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1k - drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,Yes,"RHand-front
RHand-back",Self,Subject,Kick Police,GBHAssaultiveAssaultiveAssaultiveAssaultive,GBH,"1500, 5100",1,0,0,0,1,0,0,2
2018,ResidenceResidenceResidencePolice Receiving Area,1,,,1,,,,,,Yes,17-20,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
Empty Hand
",1,,1,,,,1,1,Passive Resistant,Residence,Nil,1,,1,0,Active Resistant,Metal handcuffs,with pain compliance,PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Active Resistant,Residence,Delayed but sufficient,Active Resistant,Police Receiving Area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantActive ResistantActive ResistantActive Resistant,Active Resistant,"3500, 6100",0,0,1,0,0,1,0,2
2018,Police Interview roomPolice Interview room,,,,1,,,,,,Yes,21-30,Male,MELAA,,,,1,,,,,,,,No Weapon,No,,"Communication
Taser
",1,,,,,,,1,Assaultive,Police Interview room,Delayed but sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presented  ,Show,Yes,No,No,0,0,Presentation,0,Assaultive,X26 with camera,Presented,-,-,-,-,-,Police Interview room,Good visibility,No,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,A-W Traffic Offences,0,0,0,0,0,0,1,1
2018,Police Receiving AreaPolice Receiving AreaPolice Receiving AreaPolice Receiving Area,,,,1,,,,,,Yes,31-40,Male,Māori,,,,,1,,1,,1,,,Had Weapon and Used,Yes,Bludgeoning weapon,"Communication
Empty Hand
Taser
Empty Hand
",1,,1,,1,,,1,Assaultive,Police Receiving Area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Assaultive,Police Receiving Area,Nil,Assaultive,Police Receiving Area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,1,Discharge  ,Discharge,No,No,No,1,0,Discharge with probes,1,Assaultive,X2,Discharge,0,0,1,"Chest, Abdomen",5,Police Receiving Area,"Good visibility
Dry ground
Static obstacles",No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1k - drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,Yes,RHand-front,Nil,Subject,Kick Police,AssaultiveAssaultiveAssaultiveAssaultive,Assaultive,"1500, 3500, 5100",1,0,1,0,1,0,0,3
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,41-50,Male,Pacific peoples,,,,1,1,,,,,,,Had Weapon but Not Used,Yes,Firearm,"Communication
Dog
Empty Hand
",,,,1,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Outdoor public area,Delayed but sufficient,,,,,,,,,,,,,,1,Active Resistant,Yes,Outdoor public area,Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultiveActive Resistant,Assaultive,"6800, A-W Traffic Offences",0,0,0,0,0,1,1,2
2018,ResidenceResidence,1,,,,,,,,,Yes,14-16,Male,European,1,,,,,,1,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Communication
OC Spray
",1,,,,1,,,1,Assaultive,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,1,"Forehead, LEyeBrow, REyeBrow",Residence,Good visibility,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2m - missing person incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Commercial PropertyCommercial Property,,,,,,1,,,,Yes,61+,Male,European,,,,1,,,,,,,,No Weapon,No,,"Handcuffs-Restraints
Empty Hand
",,1,1,1,,,,0,,,,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Commercial Property,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Commercial Property,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,Yes,"LArm-front
LArm-back",Nil,Subject,Wrestle/Headlock Police,AssaultiveActive Resistant,Assaultive,"1600, 3500",1,0,1,0,0,0,0,2
2018,ResidenceResidence,1,,,,,,,,,Yes,14-16,Male,European,,,,,,,1,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Communication
OC Spray
",1,,,,1,,,1,Assaultive,Residence,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"LEye, REye",Residence,"Good visibility
Other",Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2m - missing person incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,1700,1,0,0,0,0,0,0,1
2018,"Residence
Street/Highway/MotorwayResidence
Street/Highway/Motorway
Other",1,1,,,,,,,1,Yes,17-20,Male,Māori,,1,1,,1,,,,,,,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,"Residence
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,"Residence
Street/Highway/Motorway
Other",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4u - arrest and follow up,1,Dog,"LThigh-front
LHand-back",Bite (animal),Hospital,Hospital,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"4100, 4200, 6100",0,0,0,2,0,1,0,3
2018,"Outdoor public area
Street/Highway/MotorwayOutdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,31-40,Male,European,,1,1,,,1,,,,,,No Weapon,No,,"Empty Hand
OC Spray
",,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,3,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose, Lips","Outdoor public area
Street/Highway/Motorway","Good visibility
Wet ground
Calm",Delayed but sufficient,,,,,,,,,,,,,1,Assaultive,"Outdoor public area
Street/Highway/Motorway",Delayed and not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,1600,1,0,0,0,0,0,0,1
2018,Residence,1,,,,,,,,,Yes,10-13,Male,Māori,,,,,,,1,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Empty Hand
",,,,,1,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1j - juvenile incident,0,,,,,,,,,,,,,,,,,,,,,Active Resistant,Active Resistant,Nil,0,0,0,0,0,0,0,0
